name,unit_price,category
Product 5449,342.45,Books
Product 5450,671.03,Electronics
Product 5451,529.62,Books
Product 5452,664.08,Garden
Product 5453,635.25,Sports
Product 5454,361.62,Tools
Product 5455,992.39,Food
Product 5456,719.02,Food
Product 5457,52.24,Electronics
Product 5458,147.96,Toys
Product 5459,947.01,Beauty
Product 5460,608.02,Toys
Product 5461,35.52,Clothing
Product 5462,878.91,Home
Product 5463,469.52,Home
Product 5464,234.14,Beauty
Product 5465,405.61,Home
Product 5466,586.96,Garden
Product 5467,838.49,Beauty
Product 5468,315.51,Home
Product 5469,442.64,Home
Product 5470,914.43,Sports
Product 5471,685.59,Garden
Product 5472,868.17,Books
Product 5473,506.41,Home
Product 5474,951.31,Books
Product 5475,280.66,Toys
Product 5476,833.78,Electronics
Product 5477,94.75,Tools
Product 5478,47.81,Clothing
Product 5479,811.05,Clothing
Product 5480,220.61,Home
Product 5481,775.58,Books
Product 5482,106.40,Sports
Product 5483,613.55,Sports
Product 5484,222.72,Beauty
Product 5485,854.84,Clothing
Product 5486,412.20,Sports
Product 5487,337.25,Toys
Product 5488,683.46,Sports
Product 5489,584.56,Toys
Product 5490,402.63,Home
Product 5491,103.56,Electronics
Product 5492,432.91,Beauty
Product 5493,395.15,Clothing
Product 5494,746.71,Food
Product 5495,756.09,Toys
Product 5496,595.58,Tools
Product 5497,403.18,Electronics
Product 5498,235.16,Home
Product 5499,748.76,Beauty
Product 5500,94.43,Beauty
Product 5501,740.25,Clothing
Product 5502,997.93,Garden
Product 5503,388.18,Food
Product 5504,743.15,Tools
Product 5505,466.79,Garden
Product 5506,284.06,Sports
Product 5507,168.34,Home
Product 5508,581.14,Books
Product 5509,580.79,Clothing
Product 5510,474.74,Garden
Product 5511,286.77,Sports
Product 5512,464.15,Home
Product 5513,554.77,Books
Product 5514,222.27,Garden
Product 5515,136.75,Electronics
Product 5516,832.63,Home
Product 5517,185.39,Tools
Product 5518,962.89,Garden
Product 5519,146.25,Food
Product 5520,656.89,Electronics
Product 5521,153.32,Sports
Product 5522,42.95,Food
Product 5523,196.17,Sports
Product 5524,606.32,Clothing
Product 5525,396.40,Food
Product 5526,218.28,Electronics
Product 5527,951.37,Beauty
Product 5528,749.13,Beauty
Product 5529,368.36,Sports
Product 5530,513.33,Tools
Product 5531,666.59,Toys
Product 5532,637.08,Tools
Product 5533,947.14,Food
Product 5534,593.60,Food
Product 5535,52.37,Tools
Product 5536,770.20,Books
Product 5537,781.62,Home
Product 5538,881.29,Books
Product 5539,372.30,Home
Product 5540,74.96,Clothing
Product 5541,373.19,Books
Product 5542,157.62,Beauty
Product 5543,217.57,Toys
Product 5544,785.92,Sports
Product 5545,967.91,Home
Product 5546,899.26,Garden
Product 5547,446.79,Garden
Product 5548,154.90,Home
Product 5549,873.36,Home
Product 5550,472.50,Beauty
Product 5551,764.05,Toys
Product 5552,493.61,Food
Product 5553,563.07,Sports
Product 5554,886.34,Beauty
Product 5555,80.34,Home
Product 5556,439.94,Clothing
Product 5557,364.93,Electronics
Product 5558,215.18,Tools
Product 5559,829.59,Beauty
Product 5560,33.29,Garden
Product 5561,952.02,Books
Product 5562,181.87,Electronics
Product 5563,89.45,Electronics
Product 5564,389.31,Sports
Product 5565,789.37,Home
Product 5566,666.76,Tools
Product 5567,560.53,Clothing
Product 5568,261.94,Tools
Product 5569,893.79,Food
Product 5570,786.36,Garden
Product 5571,729.67,Food
Product 5572,211.57,Home
Product 5573,643.36,Food
Product 5574,294.00,Home
Product 5575,371.64,Tools
Product 5576,638.99,Books
Product 5577,736.70,Tools
Product 5578,926.83,Sports
Product 5579,416.01,Home
Product 5580,983.65,Clothing
Product 5581,403.54,Home
Product 5582,992.17,Food
Product 5583,423.62,Sports
Product 5584,625.99,Sports
Product 5585,561.97,Garden
Product 5586,455.79,Books
Product 5587,825.18,Garden
Product 5588,567.90,Beauty
Product 5589,906.48,Food
Product 5590,938.19,Food
Product 5591,649.39,Sports
Product 5592,568.25,Beauty
Product 5593,244.72,Food
Product 5594,694.43,Sports
Product 5595,581.06,Clothing
Product 5596,118.92,Clothing
Product 5597,474.97,Electronics
Product 5598,141.06,Home
Product 5599,262.17,Books
Product 5600,644.09,Electronics
Product 5601,685.44,Beauty
Product 5602,595.92,Garden
Product 5603,156.23,Books
Product 5604,827.84,Clothing
Product 5605,948.23,Toys
Product 5606,315.44,Beauty
Product 5607,589.90,Toys
Product 5608,637.88,Toys
Product 5609,443.24,Home
Product 5610,163.91,Beauty
Product 5611,340.57,Clothing
Product 5612,632.83,Toys
Product 5613,758.00,Electronics
Product 5614,785.93,Sports
Product 5615,589.40,Tools
Product 5616,955.69,Books
Product 5617,679.34,Electronics
Product 5618,736.82,Beauty
Product 5619,980.46,Beauty
Product 5620,913.76,Books
Product 5621,426.31,Beauty
Product 5622,435.86,Toys
Product 5623,977.08,Clothing
Product 5624,9.85,Sports
Product 5625,246.38,Food
Product 5626,128.58,Clothing
Product 5627,212.65,Home
Product 5628,830.84,Beauty
Product 5629,96.29,Food
Product 5630,486.07,Books
Product 5631,652.91,Food
Product 5632,555.32,Books
Product 5633,858.28,Food
Product 5634,297.96,Electronics
Product 5635,308.35,Garden
Product 5636,617.43,Garden
Product 5637,53.79,Toys
Product 5638,179.37,Sports
Product 5639,728.20,Clothing
Product 5640,753.87,Food
Product 5641,626.05,Food
Product 5642,551.20,Tools
Product 5643,627.97,Home
Product 5644,370.71,Books
Product 5645,655.38,Home
Product 5646,673.65,Books
Product 5647,153.07,Clothing
Product 5648,24.94,Books
Product 5649,51.97,Garden
Product 5650,591.84,Beauty
Product 5651,435.16,Home
Product 5652,122.59,Clothing
Product 5653,967.80,Electronics
Product 5654,314.39,Toys
Product 5655,506.62,Clothing
Product 5656,825.10,Food
Product 5657,725.93,Food
Product 5658,115.44,Garden
Product 5659,356.95,Beauty
Product 5660,754.35,Home
Product 5661,609.11,Electronics
Product 5662,211.06,Garden
Product 5663,626.33,Food
Product 5664,353.93,Garden
Product 5665,541.09,Clothing
Product 5666,118.40,Tools
Product 5667,832.15,Beauty
Product 5668,868.76,Electronics
Product 5669,701.65,Clothing
Product 5670,789.47,Toys
Product 5671,118.17,Home
Product 5672,83.10,Food
Product 5673,631.26,Beauty
Product 5674,604.00,Beauty
Product 5675,224.35,Beauty
Product 5676,8.46,Food
Product 5677,658.79,Beauty
Product 5678,992.67,Tools
Product 5679,160.31,Books
Product 5680,112.90,Clothing
Product 5681,623.07,Clothing
Product 5682,541.11,Sports
Product 5683,475.98,Food
Product 5684,293.96,Tools
Product 5685,277.28,Tools
Product 5686,783.96,Electronics
Product 5687,268.05,Toys
Product 5688,727.74,Beauty
Product 5689,714.68,Beauty
Product 5690,961.74,Garden
Product 5691,810.11,Books
Product 5692,826.58,Garden
Product 5693,393.53,Books
Product 5694,403.36,Sports
Product 5695,988.55,Toys
Product 5696,720.17,Books
Product 5697,930.87,Tools
Product 5698,132.92,Sports
Product 5699,396.29,Beauty
Product 5700,176.63,Sports
Product 5701,871.23,Food
Product 5702,461.39,Beauty
Product 5703,179.93,Books
Product 5704,38.45,Clothing
Product 5705,650.28,Food
Product 5706,461.40,Clothing
Product 5707,609.02,Sports
Product 5708,210.34,Food
Product 5709,647.62,Clothing
Product 5710,146.91,Beauty
Product 5711,145.81,Toys
Product 5712,390.93,Beauty
Product 5713,880.92,Tools
Product 5714,82.88,Home
Product 5715,514.64,Clothing
Product 5716,340.84,Home
Product 5717,575.52,Sports
Product 5718,646.19,Clothing
Product 5719,483.50,Home
Product 5720,530.61,Sports
Product 5721,666.80,Books
Product 5722,169.18,Tools
Product 5723,732.24,Garden
Product 5724,74.32,Books
Product 5725,206.88,Books
Product 5726,632.48,Sports
Product 5727,690.38,Books
Product 5728,535.30,Clothing
Product 5729,339.97,Electronics
Product 5730,954.60,Home
Product 5731,854.81,Garden
Product 5732,38.30,Books
Product 5733,409.36,Beauty
Product 5734,185.41,Sports
Product 5735,463.82,Home
Product 5736,24.50,Home
Product 5737,57.61,Garden
Product 5738,900.64,Beauty
Product 5739,93.76,Books
Product 5740,528.42,Clothing
Product 5741,218.19,Toys
Product 5742,184.69,Clothing
Product 5743,392.03,Toys
Product 5744,700.30,Toys
Product 5745,516.66,Home
Product 5746,30.65,Tools
Product 5747,144.33,Books
Product 5748,518.36,Food
Product 5749,852.85,Beauty
Product 5750,714.44,Clothing
Product 5751,850.42,Tools
Product 5752,85.07,Home
Product 5753,531.70,Electronics
Product 5754,350.54,Electronics
Product 5755,366.79,Home
Product 5756,217.43,Sports
Product 5757,89.60,Tools
Product 5758,696.03,Clothing
Product 5759,966.59,Home
Product 5760,897.79,Home
Product 5761,188.14,Beauty
Product 5762,657.73,Home
Product 5763,96.03,Toys
Product 5764,757.27,Books
Product 5765,304.58,Electronics
Product 5766,698.23,Home
Product 5767,745.29,Food
Product 5768,932.44,Beauty
Product 5769,856.19,Tools
Product 5770,442.15,Electronics
Product 5771,231.87,Beauty
Product 5772,967.12,Tools
Product 5773,644.16,Beauty
Product 5774,841.11,Garden
Product 5775,217.07,Toys
Product 5776,547.11,Toys
Product 5777,540.12,Sports
Product 5778,979.70,Books
Product 5779,36.26,Beauty
Product 5780,433.66,Home
Product 5781,260.47,Garden
Product 5782,810.16,Tools
Product 5783,290.79,Sports
Product 5784,89.59,Books
Product 5785,859.17,Books
Product 5786,873.98,Electronics
Product 5787,501.99,Garden
Product 5788,749.16,Food
Product 5789,654.37,Toys
Product 5790,891.45,Home
Product 5791,746.12,Electronics
Product 5792,847.34,Beauty
Product 5793,577.03,Sports
Product 5794,418.43,Food
Product 5795,110.48,Books
Product 5796,830.40,Toys
Product 5797,15.78,Toys
Product 5798,491.88,Beauty
Product 5799,313.57,Clothing
Product 5800,929.94,Garden
Product 5801,437.16,Electronics
Product 5802,892.78,Garden
Product 5803,782.11,Home
Product 5804,246.29,Sports
Product 5805,880.88,Electronics
Product 5806,508.69,Clothing
Product 5807,948.72,Beauty
Product 5808,488.71,Beauty
Product 5809,65.63,Toys
Product 5810,886.86,Clothing
Product 5811,60.05,Garden
Product 5812,838.60,Food
Product 5813,400.96,Clothing
Product 5814,952.66,Sports
Product 5815,338.21,Sports
Product 5816,81.04,Clothing
Product 5817,830.77,Books
Product 5818,776.77,Clothing
Product 5819,907.33,Electronics
Product 5820,44.96,Garden
Product 5821,60.68,Tools
Product 5822,45.63,Clothing
Product 5823,415.64,Electronics
Product 5824,900.87,Clothing
Product 5825,296.84,Food
Product 5826,853.91,Tools
Product 5827,855.38,Toys
Product 5828,830.02,Beauty
Product 5829,391.63,Home
Product 5830,940.57,Home
Product 5831,91.10,Electronics
Product 5832,448.56,Sports
Product 5833,412.38,Food
Product 5834,114.18,Electronics
Product 5835,751.40,Clothing
Product 5836,666.50,Garden
Product 5837,905.47,Clothing
Product 5838,770.13,Sports
Product 5839,932.72,Electronics
Product 5840,613.00,Beauty
Product 5841,128.37,Toys
Product 5842,340.71,Food
Product 5843,514.34,Tools
Product 5844,124.48,Food
Product 5845,129.92,Beauty
Product 5846,681.57,Tools
Product 5847,603.16,Food
Product 5848,782.00,Home
Product 5849,698.23,Electronics
Product 5850,635.04,Electronics
Product 5851,335.11,Books
Product 5852,440.68,Food
Product 5853,11.41,Beauty
Product 5854,54.59,Sports
Product 5855,156.05,Garden
Product 5856,747.72,Tools
Product 5857,203.20,Clothing
Product 5858,854.58,Clothing
Product 5859,495.43,Tools
Product 5860,657.02,Books
Product 5861,817.20,Toys
Product 5862,848.87,Clothing
Product 5863,79.74,Books
Product 5864,205.55,Beauty
Product 5865,686.30,Beauty
Product 5866,280.23,Food
Product 5867,195.42,Sports
Product 5868,98.11,Electronics
Product 5869,724.88,Clothing
Product 5870,918.77,Tools
Product 5871,997.48,Garden
Product 5872,191.84,Garden
Product 5873,698.25,Garden
Product 5874,669.34,Home
Product 5875,916.94,Home
Product 5876,591.35,Electronics
Product 5877,723.85,Toys
Product 5878,529.40,Clothing
Product 5879,303.91,Books
Product 5880,506.68,Garden
Product 5881,324.83,Garden
Product 5882,281.25,Books
Product 5883,936.11,Beauty
Product 5884,782.12,Toys
Product 5885,137.93,Electronics
Product 5886,340.64,Clothing
Product 5887,340.89,Electronics
Product 5888,431.44,Electronics
Product 5889,805.45,Clothing
Product 5890,765.19,Tools
Product 5891,680.32,Sports
Product 5892,408.58,Sports
Product 5893,901.83,Electronics
Product 5894,736.61,Electronics
Product 5895,393.34,Tools
Product 5896,822.73,Books
Product 5897,602.37,Beauty
Product 5898,789.32,Beauty
Product 5899,288.70,Food
Product 5900,294.86,Electronics
Product 5901,50.81,Home
Product 5902,829.91,Tools
Product 5903,103.02,Toys
Product 5904,249.93,Home
Product 5905,239.03,Sports
Product 5906,706.84,Clothing
Product 5907,78.30,Home
Product 5908,579.07,Sports
Product 5909,573.99,Tools
Product 5910,819.53,Sports
Product 5911,695.68,Electronics
Product 5912,957.47,Books
Product 5913,730.43,Sports
Product 5914,938.98,Home
Product 5915,623.84,Home
Product 5916,567.65,Beauty
Product 5917,586.72,Tools
Product 5918,413.02,Clothing
Product 5919,795.00,Books
Product 5920,557.78,Clothing
Product 5921,17.48,Electronics
Product 5922,458.42,Clothing
Product 5923,102.99,Garden
Product 5924,295.96,Sports
Product 5925,652.58,Tools
Product 5926,837.78,Home
Product 5927,358.67,Beauty
Product 5928,198.34,Sports
Product 5929,593.05,Electronics
Product 5930,685.35,Beauty
Product 5931,792.24,Home
Product 5932,739.15,Home
Product 5933,561.44,Beauty
Product 5934,890.00,Toys
Product 5935,960.11,Food
Product 5936,818.72,Toys
Product 5937,603.14,Electronics
Product 5938,586.14,Clothing
Product 5939,207.42,Beauty
Product 5940,924.78,Garden
Product 5941,601.14,Toys
Product 5942,324.74,Sports
Product 5943,943.47,Clothing
Product 5944,688.92,Home
Product 5945,746.94,Tools
Product 5946,471.76,Books
Product 5947,224.45,Tools
Product 5948,846.57,Food
Product 5949,255.68,Beauty
Product 5950,327.98,Beauty
Product 5951,572.15,Food
Product 5952,283.51,Books
Product 5953,810.68,Sports
Product 5954,565.85,Garden
Product 5955,821.71,Garden
Product 5956,178.02,Electronics
Product 5957,856.87,Electronics
Product 5958,701.25,Food
Product 5959,892.88,Toys
Product 5960,32.90,Books
Product 5961,775.41,Clothing
Product 5962,411.32,Clothing
Product 5963,38.57,Garden
Product 5964,171.56,Tools
Product 5965,999.32,Garden
Product 5966,689.77,Clothing
Product 5967,308.70,Tools
Product 5968,138.93,Beauty
Product 5969,785.85,Books
Product 5970,88.22,Books
Product 5971,418.12,Home
Product 5972,822.18,Beauty
Product 5973,386.98,Tools
Product 5974,364.40,Electronics
Product 5975,739.66,Beauty
Product 5976,109.99,Sports
Product 5977,356.64,Food
Product 5978,645.83,Electronics
Product 5979,206.36,Books
Product 5980,62.18,Sports
Product 5981,561.51,Beauty
Product 5982,83.02,Food
Product 5983,355.90,Food
Product 5984,953.90,Toys
Product 5985,314.33,Home
Product 5986,639.04,Toys
Product 5987,508.28,Clothing
Product 5988,470.95,Books
Product 5989,832.00,Electronics
Product 5990,862.00,Food
Product 5991,146.10,Sports
Product 5992,300.09,Home
Product 5993,771.98,Electronics
Product 5994,920.49,Electronics
Product 5995,752.10,Beauty
Product 5996,108.41,Clothing
Product 5997,680.08,Home
Product 5998,810.96,Clothing
Product 5999,896.39,Sports
Product 6000,111.90,Food
Product 6001,111.47,Home
Product 6002,610.31,Home
Product 6003,934.61,Food
Product 6004,876.40,Beauty
Product 6005,452.42,Garden
Product 6006,553.89,Clothing
Product 6007,519.33,Books
Product 6008,408.95,Garden
Product 6009,829.58,Sports
Product 6010,713.96,Food
Product 6011,162.64,Beauty
Product 6012,233.05,Books
Product 6013,223.17,Garden
Product 6014,156.13,Books
Product 6015,846.77,Home
Product 6016,215.35,Toys
Product 6017,901.26,Electronics
Product 6018,66.29,Electronics
Product 6019,563.90,Tools
Product 6020,996.07,Home
Product 6021,595.09,Beauty
Product 6022,708.60,Garden
Product 6023,785.77,Beauty
Product 6024,515.20,Garden
Product 6025,296.55,Sports
Product 6026,144.92,Food
Product 6027,931.71,Beauty
Product 6028,755.17,Garden
Product 6029,228.96,Books
Product 6030,570.17,Home
Product 6031,486.64,Electronics
Product 6032,295.15,Food
Product 6033,132.31,Home
Product 6034,857.21,Home
Product 6035,400.99,Clothing
Product 6036,595.16,Books
Product 6037,369.78,Sports
Product 6038,997.89,Tools
Product 6039,462.55,Electronics
Product 6040,561.04,Home
Product 6041,257.87,Garden
Product 6042,888.18,Home
Product 6043,449.92,Garden
Product 6044,356.59,Tools
Product 6045,931.46,Clothing
Product 6046,396.74,Electronics
Product 6047,263.94,Toys
Product 6048,769.92,Sports
Product 6049,73.43,Food
Product 6050,566.34,Garden
Product 6051,93.05,Food
Product 6052,761.68,Sports
Product 6053,439.45,Clothing
Product 6054,853.39,Food
Product 6055,9.38,Electronics
Product 6056,567.77,Books
Product 6057,551.96,Tools
Product 6058,254.76,Garden
Product 6059,607.10,Toys
Product 6060,634.68,Toys
Product 6061,819.96,Electronics
Product 6062,8.44,Sports
Product 6063,303.05,Electronics
Product 6064,261.43,Sports
Product 6065,739.80,Toys
Product 6066,55.65,Toys
Product 6067,746.82,Beauty
Product 6068,505.96,Sports
Product 6069,517.35,Books
Product 6070,220.14,Sports
Product 6071,940.14,Electronics
Product 6072,304.15,Clothing
Product 6073,202.84,Electronics
Product 6074,134.83,Clothing
Product 6075,692.33,Tools
Product 6076,456.59,Home
Product 6077,324.96,Garden
Product 6078,725.79,Home
Product 6079,157.53,Clothing
Product 6080,313.41,Garden
Product 6081,454.04,Books
Product 6082,914.57,Books
Product 6083,974.94,Clothing
Product 6084,451.27,Books
Product 6085,729.39,Beauty
Product 6086,904.12,Tools
Product 6087,902.17,Sports
Product 6088,974.64,Home
Product 6089,392.28,Sports
Product 6090,98.19,Sports
Product 6091,506.37,Clothing
Product 6092,80.65,Tools
Product 6093,572.21,Clothing
Product 6094,383.79,Garden
Product 6095,371.73,Tools
Product 6096,35.05,Garden
Product 6097,708.52,Tools
Product 6098,859.02,Books
Product 6099,731.43,Home
Product 6100,806.08,Books
Product 6101,934.33,Food
Product 6102,797.30,Electronics
Product 6103,276.82,Books
Product 6104,647.56,Books
Product 6105,74.33,Electronics
Product 6106,712.87,Books
Product 6107,535.73,Tools
Product 6108,824.39,Books
Product 6109,228.02,Toys
Product 6110,826.50,Tools
Product 6111,348.82,Books
Product 6112,491.36,Garden
Product 6113,981.41,Sports
Product 6114,219.29,Beauty
Product 6115,683.41,Home
Product 6116,823.88,Toys
Product 6117,344.37,Beauty
Product 6118,544.11,Sports
Product 6119,518.36,Garden
Product 6120,31.65,Home
Product 6121,753.24,Beauty
Product 6122,158.45,Beauty
Product 6123,171.57,Food
Product 6124,761.13,Tools
Product 6125,223.65,Toys
Product 6126,371.70,Clothing
Product 6127,437.34,Sports
Product 6128,478.42,Beauty
Product 6129,555.03,Food
Product 6130,304.01,Tools
Product 6131,952.24,Toys
Product 6132,738.96,Sports
Product 6133,79.04,Clothing
Product 6134,778.77,Books
Product 6135,10.42,Books
Product 6136,733.82,Books
Product 6137,308.82,Toys
Product 6138,558.53,Garden
Product 6139,842.04,Clothing
Product 6140,376.83,Sports
Product 6141,841.08,Beauty
Product 6142,808.19,Food
Product 6143,55.93,Garden
Product 6144,151.41,Clothing
Product 6145,28.93,Clothing
Product 6146,492.87,Garden
Product 6147,729.57,Home
Product 6148,874.04,Garden
Product 6149,811.18,Food
Product 6150,31.95,Books
Product 6151,443.76,Electronics
Product 6152,100.28,Home
Product 6153,789.28,Clothing
Product 6154,355.06,Food
Product 6155,119.59,Home
Product 6156,677.89,Tools
Product 6157,925.34,Books
Product 6158,816.37,Clothing
Product 6159,112.09,Garden
Product 6160,707.19,Garden
Product 6161,126.35,Sports
Product 6162,331.50,Sports
Product 6163,324.48,Sports
Product 6164,479.62,Beauty
Product 6165,513.29,Sports
Product 6166,491.26,Home
Product 6167,891.88,Sports
Product 6168,723.56,Garden
Product 6169,819.00,Food
Product 6170,623.79,Electronics
Product 6171,111.47,Electronics
Product 6172,648.50,Garden
Product 6173,987.35,Books
Product 6174,872.15,Books
Product 6175,792.18,Food
Product 6176,409.02,Garden
Product 6177,976.51,Toys
Product 6178,524.16,Books
Product 6179,727.18,Food
Product 6180,966.65,Tools
Product 6181,817.82,Sports
Product 6182,41.51,Books
Product 6183,173.14,Tools
Product 6184,416.51,Sports
Product 6185,262.69,Garden
Product 6186,63.00,Home
Product 6187,501.01,Beauty
Product 6188,884.88,Garden
Product 6189,25.74,Food
Product 6190,377.91,Garden
Product 6191,856.61,Food
Product 6192,809.95,Home
Product 6193,989.34,Books
Product 6194,641.90,Tools
Product 6195,115.84,Sports
Product 6196,795.15,Clothing
Product 6197,38.69,Sports
Product 6198,562.87,Toys
Product 6199,851.98,Beauty
Product 6200,872.43,Clothing
Product 6201,348.27,Clothing
Product 6202,539.48,Clothing
Product 6203,874.54,Beauty
Product 6204,156.69,Toys
Product 6205,753.67,Sports
Product 6206,890.41,Electronics
Product 6207,887.73,Electronics
Product 6208,269.73,Toys
Product 6209,475.68,Tools
Product 6210,747.60,Beauty
Product 6211,237.12,Sports
Product 6212,525.91,Tools
Product 6213,44.49,Sports
Product 6214,478.92,Toys
Product 6215,153.49,Beauty
Product 6216,62.31,Books
Product 6217,980.99,Tools
Product 6218,989.75,Food
Product 6219,417.91,Electronics
Product 6220,740.55,Sports
Product 6221,134.15,Home
Product 6222,882.53,Sports
Product 6223,626.90,Tools
Product 6224,969.60,Tools
Product 6225,672.88,Electronics
Product 6226,486.58,Toys
Product 6227,358.97,Electronics
Product 6228,876.75,Beauty
Product 6229,44.92,Home
Product 6230,700.04,Toys
Product 6231,318.49,Home
Product 6232,418.89,Food
Product 6233,77.64,Garden
Product 6234,30.11,Tools
Product 6235,485.33,Electronics
Product 6236,188.26,Beauty
Product 6237,326.45,Electronics
Product 6238,587.88,Food
Product 6239,373.28,Beauty
Product 6240,679.77,Toys
Product 6241,131.89,Garden
Product 6242,566.38,Food
Product 6243,77.76,Clothing
Product 6244,173.51,Home
Product 6245,787.30,Clothing
Product 6246,143.96,Books
Product 6247,92.09,Books
Product 6248,665.59,Electronics
Product 6249,512.83,Books
Product 6250,584.76,Sports
Product 6251,844.52,Electronics
Product 6252,322.00,Beauty
Product 6253,244.30,Food
Product 6254,498.66,Food
Product 6255,83.56,Tools
Product 6256,699.76,Books
Product 6257,504.68,Beauty
Product 6258,507.54,Books
Product 6259,827.54,Books
Product 6260,429.23,Electronics
Product 6261,320.99,Clothing
Product 6262,303.14,Garden
Product 6263,984.79,Sports
Product 6264,290.68,Sports
Product 6265,148.80,Food
Product 6266,609.48,Food
Product 6267,387.61,Garden
Product 6268,404.05,Toys
Product 6269,719.92,Home
Product 6270,397.92,Toys
Product 6271,925.95,Home
Product 6272,54.44,Toys
Product 6273,216.46,Books
Product 6274,875.84,Sports
Product 6275,849.68,Home
Product 6276,190.49,Sports
Product 6277,595.10,Toys
Product 6278,916.47,Beauty
Product 6279,957.86,Sports
Product 6280,566.00,Garden
Product 6281,721.72,Sports
Product 6282,424.49,Beauty
Product 6283,843.86,Toys
Product 6284,350.22,Home
Product 6285,168.63,Sports
Product 6286,687.11,Garden
Product 6287,557.34,Garden
Product 6288,432.81,Tools
Product 6289,416.24,Toys
Product 6290,739.36,Sports
Product 6291,12.10,Books
Product 6292,897.30,Electronics
Product 6293,405.74,Garden
Product 6294,857.34,Beauty
Product 6295,483.38,Garden
Product 6296,846.50,Home
Product 6297,825.04,Toys
Product 6298,856.06,Sports
Product 6299,443.78,Sports
Product 6300,855.21,Food
Product 6301,40.34,Sports
Product 6302,754.08,Tools
Product 6303,319.80,Books
Product 6304,992.90,Sports
Product 6305,679.41,Books
Product 6306,777.34,Garden
Product 6307,536.72,Toys
Product 6308,209.52,Toys
Product 6309,607.77,Beauty
Product 6310,686.28,Home
Product 6311,305.85,Home
Product 6312,417.11,Garden
Product 6313,155.79,Food
Product 6314,421.59,Books
Product 6315,422.67,Food
Product 6316,780.60,Food
Product 6317,29.20,Tools
Product 6318,112.20,Clothing
Product 6319,311.04,Books
Product 6320,779.76,Tools
Product 6321,664.63,Clothing
Product 6322,558.74,Electronics
Product 6323,727.51,Sports
Product 6324,299.44,Food
Product 6325,8.33,Toys
Product 6326,467.82,Garden
Product 6327,558.32,Food
Product 6328,396.97,Tools
Product 6329,76.06,Food
Product 6330,942.99,Garden
Product 6331,529.41,Home
Product 6332,6.82,Toys
Product 6333,475.79,Clothing
Product 6334,33.15,Food
Product 6335,514.67,Sports
Product 6336,344.38,Food
Product 6337,957.62,Home
Product 6338,826.65,Food
Product 6339,130.66,Books
Product 6340,107.87,Electronics
Product 6341,888.75,Tools
Product 6342,30.52,Sports
Product 6343,511.42,Home
Product 6344,609.46,Beauty
Product 6345,100.02,Books
Product 6346,970.34,Clothing
Product 6347,611.30,Books
Product 6348,675.40,Home
Product 6349,847.22,Electronics
Product 6350,506.03,Beauty
Product 6351,127.73,Garden
Product 6352,604.70,Home
Product 6353,621.64,Beauty
Product 6354,431.74,Food
Product 6355,414.47,Tools
Product 6356,328.01,Clothing
Product 6357,358.81,Garden
Product 6358,751.27,Beauty
Product 6359,140.49,Home
Product 6360,902.82,Clothing
Product 6361,456.46,Tools
Product 6362,341.76,Food
Product 6363,478.38,Home
Product 6364,978.26,Garden
Product 6365,514.62,Tools
Product 6366,221.67,Books
Product 6367,337.53,Clothing
Product 6368,434.75,Beauty
Product 6369,479.14,Food
Product 6370,947.74,Beauty
Product 6371,138.74,Home
Product 6372,544.61,Home
Product 6373,334.49,Clothing
Product 6374,927.75,Sports
Product 6375,814.30,Toys
Product 6376,857.22,Clothing
Product 6377,875.15,Sports
Product 6378,696.37,Home
Product 6379,408.27,Beauty
Product 6380,580.25,Sports
Product 6381,249.92,Garden
Product 6382,738.52,Beauty
Product 6383,326.81,Food
Product 6384,70.58,Beauty
Product 6385,300.22,Home
Product 6386,765.24,Food
Product 6387,654.41,Tools
Product 6388,303.15,Electronics
Product 6389,867.06,Books
Product 6390,465.85,Electronics
Product 6391,826.61,Home
Product 6392,108.39,Clothing
Product 6393,883.01,Garden
Product 6394,990.45,Books
Product 6395,20.92,Beauty
Product 6396,220.83,Home
Product 6397,524.25,Toys
Product 6398,892.53,Tools
Product 6399,522.86,Electronics
Product 6400,177.67,Sports
Product 6401,774.56,Beauty
Product 6402,475.47,Books
Product 6403,909.16,Beauty
Product 6404,548.84,Garden
Product 6405,176.64,Home
Product 6406,745.12,Clothing
Product 6407,30.72,Home
Product 6408,914.60,Beauty
Product 6409,602.32,Books
Product 6410,640.51,Beauty
Product 6411,463.80,Books
Product 6412,90.85,Books
Product 6413,500.52,Toys
Product 6414,639.62,Sports
Product 6415,743.77,Electronics
Product 6416,596.72,Toys
Product 6417,246.39,Home
Product 6418,920.76,Clothing
Product 6419,125.66,Home
Product 6420,940.46,Clothing
Product 6421,717.62,Clothing
Product 6422,5.70,Home
Product 6423,414.94,Clothing
Product 6424,682.42,Clothing
Product 6425,708.94,Books
Product 6426,313.71,Clothing
Product 6427,428.56,Clothing
Product 6428,849.60,Books
Product 6429,954.36,Books
Product 6430,906.99,Garden
Product 6431,934.68,Clothing
Product 6432,477.73,Garden
Product 6433,546.27,Books
Product 6434,735.79,Home
Product 6435,866.23,Sports
Product 6436,911.26,Home
Product 6437,29.90,Tools
Product 6438,64.22,Garden
Product 6439,742.38,Home
Product 6440,896.72,Clothing
Product 6441,432.63,Beauty
Product 6442,844.79,Books
Product 6443,927.52,Food
Product 6444,244.57,Toys
Product 6445,491.55,Food
Product 6446,96.63,Sports
Product 6447,475.43,Books
Product 6448,741.82,Toys
